pop,rock,country,metal,hip hop,R&B,Dance/Electronic,Folk/Acoustic,easy listening,latin,blues,set(),World/Traditional,jazz,classical,year,popularity
1.0,,,,,,1.0,,,,,,,,,2010,63
,,,,,,1.0,,,,,,,,,2010,62
1.0,,,,,,1.0,,,,,,,,,2010,61
1.0,,,,1.0,1.0,,,,,,,,,,2009,2
1.0,,,,1.0,1.0,,,,,,,,,,2010,60
1.0,,,,1.0,,,,,,,,,,,2010,68
1.0,,,,,,1.0,,,,,,,,,2010,18
1.0,,,,,,1.0,,,,,,,,,2010,69
1.0,1.0,,,,,1.0,,,,,,,,,2010,54
1.0,,,,1.0,1.0,,,,,,,,,,2010,56
1.0,,,,1.0,,,,,,,,,,,2010,66
1.0,1.0,,,,,,,,,,,1.0,,,2010,0
,,,,1.0,,,,,,,,,,,2009,65
1.0,,,,1.0,,,,,,,,,,,2009,71
1.0,,,,1.0,,,,,,,,,,,2010,74
1.0,,,,,,,,,,,,,,,2010,69
1.0,1.0,,,,,,,,,,,,,,2017,52
1.0,,,,1.0,,,,,,,,,,,2010,72
1.0,1.0,,,,,,,,,,,,,,2009,78
1.0,,,,,1.0,,,,,,,,,,2009,71
1.0,,1.0,,,,,,,,,,,,,2010,73
1.0,,,,,,,,,,,,,,,2010,65
1.0,1.0,,,,,,,,,,,,,,2010,64
1.0,,,,,,,,,,,,,,,2009,51
1.0,,,,,,,,,,,,,,,2011,46
1.0,,,,,,1.0,,,,,,,,,2010,0
,,1.0,,,,,,,,,,,,,2010,64
1.0,,,,1.0,,,,,,,,,,,2010,65
1.0,,,,,1.0,,,,,,,,,,2011,2
1.0,,,,,,,,,,,,,,,2010,77
1.0,,,,1.0,,1.0,,,,,,,,,2011,73
1.0,,,,,,,,,,,,,,,2010,72
1.0,,,,,,,,,,,,,,,2010,78
1.0,,,,1.0,,,,,1.0,,,,,,2011,71
1.0,,,,,,1.0,,,,,,,,,2011,0
1.0,,,,1.0,,1.0,,,,,,,,,2010,71
1.0,,,,1.0,1.0,,,,,,,,,,2011,79
1.0,,,,1.0,1.0,,,,,,,,,,2010,73
1.0,,,,,,1.0,,,,,,,,,2010,69
1.0,,,,1.0,,,,,,,,,,,2011,68
1.0,,,,1.0,,,,,,,,,,,2010,61
1.0,,,,1.0,1.0,,,,,,,,,,2010,67
1.0,,,,,,1.0,,,,,,,,,2011,42
1.0,,,,1.0,,,,,,,,,,,2010,76
1.0,,,,1.0,,1.0,,,,,,,,,2012,72
1.0,,,,,,1.0,,,,,,,,,2011,51
1.0,,,,1.0,,,,,1.0,,,,,,2011,81
1.0,,,,,,1.0,,,,,,,,,2011,79
1.0,,,,1.0,,,,,,,,,,,2011,75
1.0,,,,,,,,,,,,,,,2012,65
1.0,,,,,,,,,,,,,,,2011,66
1.0,,,,1.0,,,,,,,,,,,2011,81
1.0,,,,,,,,,,,,,,,2010,66
1.0,,,,,,,,,1.0,,,,,,2010,63
1.0,,,,1.0,1.0,,,,,,,,,,2010,72
,,,,,,1.0,,,,,,,,,2011,49
1.0,,,,,,1.0,,,,,,,,,2011,61
1.0,,,,1.0,,1.0,,,,,,,,,2011,67
1.0,,,,,,1.0,,,,,,,,,2011,70
1.0,,,,1.0,,,,,,,,,,,2011,57
1.0,,,,,,1.0,,,,,,,,,2012,55
1.0,,,,1.0,,,,,,,,,,,2010,76
,1.0,,1.0,,,,,,,,,,,,2011,65
1.0,1.0,,1.0,,,1.0,,,,,,,,,2011,76
1.0,,,,,,,,,,,,,,,2011,65
1.0,,,,,,,,,,,,,,,2012,62
1.0,,,,1.0,,,,,,,,,,,2011,63
1.0,1.0,,,,,,,,,,,,,,2011,82
1.0,,,,,,,,,,,,,,,2012,74
1.0,,,,,1.0,,,,,,,,,,2011,2
,,,,1.0,,,,,,,,,,,2011,71
1.0,,,,1.0,,,,,,,,,,,2011,1
1.0,,,,1.0,,,,,,,,,,,2011,70
1.0,,,,1.0,1.0,,,,,,,,,,2011,71
1.0,,,,1.0,,,,,,,,,,,2010,61
1.0,,,,,,1.0,,,,,,,,,2011,77
1.0,,,,,,1.0,,,,,,,,,2010,71
1.0,,,,1.0,1.0,,,,,,,,,,2011,65
1.0,,,,1.0,1.0,,,,,,,,,,2011,75
1.0,,,,,,1.0,,,,,,,,,2011,62
1.0,,,,1.0,,,,,,,,,,,2011,48
1.0,,,,1.0,1.0,,,,,,,,,,2011,69
1.0,,,,,,1.0,,,,,,,,,2011,65
,,,,1.0,,,,,,,,,,,2010,76
1.0,,,,,1.0,,,,,,,,,,2010,78
1.0,,,,1.0,1.0,,,,,,,,,,2010,69
1.0,,,,1.0,1.0,,,,,,,,,,2010,66
1.0,,,,1.0,1.0,,,,,,,,,,2019,53
1.0,,,,,,,,,,,,,,,2011,74
,,,,,,1.0,,,,,,,,,2011,39
,,,,,,1.0,,,,,,,,,2011,60
,,,,1.0,,1.0,,,,,,,,,2011,48
1.0,,,,,,1.0,,,,,,,,,2011,76
,,,,1.0,,,,,,,,,,,2011,59
1.0,,,,,,,,,,,,,,,2011,72
1.0,,,,1.0,,,,,,,,,,,2010,0
,,,,1.0,,,,,,,,,,,2011,61
1.0,,,,1.0,,1.0,,,,,,,,,2012,62
1.0,,,,1.0,,1.0,,,,,,,,,2012,70
1.0,1.0,,,,,,,,,,,,,,2011,82
1.0,,,,1.0,1.0,,,,,,,,,,2011,74
1.0,,,,1.0,,,,,,,,,,,2011,73
,,1.0,,,,,,,,,,,,,2010,53
1.0,,,,1.0,,,,,,,,,,,2011,63
1.0,,,,,,,,,,,,,,,2009,72
1.0,,,,1.0,,,,,,,,,,,2011,68
1.0,,,,,,,,,,,,,,,2010,75
1.0,,,,1.0,,,,,,,,,,,2011,70
1.0,,,,,1.0,,,,,,,,,,2011,64
1.0,,,,1.0,,,,,,,,,,,2011,70
1.0,,,,,1.0,,,,,,,,,,2011,4
,1.0,,,,,,,,,,,,,,2011,65
1.0,,,,,1.0,,,,,,,,,,2010,67
1.0,,,,,,,,,,,,,,,2010,60
,,1.0,,,,,,,,,,,,,2011,50
1.0,,,,,,,,,,,,,,,2011,67
1.0,,1.0,,,,,,,,,,,,,2011,63
1.0,1.0,,,1.0,,,,,,,,,,,2011,73
1.0,1.0,,,,,,1.0,,,,,,,,2011,79
1.0,1.0,,,,,,,,,,,,,,2011,69
1.0,,,,,1.0,,,,,,,,,,2011,69
1.0,,,,,,,,,,,,,,,2010,76
1.0,,,,,,,,,,,,,,,2011,72
1.0,,,,,,,,,,,,,,,2010,75
,,1.0,,,,,,,,,,,,,2010,64
1.0,,,,1.0,,,,,,,,,,,2011,0
1.0,,,,,,,,,,,,,,,2011,60
1.0,,,,,,,,,,,,,,,2011,70
1.0,,,,1.0,1.0,,,,,,,,,,2011,75
1.0,,,,,,1.0,,,,,,,,,2012,78
1.0,1.0,,,,,,,,,,,,,,2012,76
1.0,,,,1.0,,,,,,,,,,,2012,70
1.0,,,,1.0,,,,,1.0,,,,,,2011,74
1.0,,,,,,1.0,,,,,,,,,2012,52
1.0,,,,,1.0,,,,,,,,,,2012,74
1.0,,,,1.0,,1.0,,,,,,,,,2012,65
1.0,,,,1.0,1.0,,,,,,,,,,2011,71
,,,,1.0,,,,,,,,,,,2011,82
1.0,,,,,,,,,,,,,,,2012,74
1.0,,,,1.0,,1.0,,,,,,,,,2011,70
1.0,,,,,,1.0,,,,,,,,,2012,69
1.0,,,,1.0,,,,,,,,,,,2012,77
1.0,,,,1.0,,,,,,,,,,,2013,62
1.0,,,,1.0,,1.0,,,,,,,,,2012,66
1.0,,,,1.0,,,,,,,,,,,2012,64
,,,,1.0,,,,,,,,,,,2012,63
1.0,,,,,,1.0,,,,,,,,,2012,78
,,,,1.0,,,,,,,,,,,2012,73
1.0,,,,,,1.0,,,,,,,,,2012,58
1.0,,,,1.0,,1.0,,,,,,,,,2011,67
1.0,,,,,,,,,,,,,,,2012,72
1.0,,,,,,1.0,,,,,,,,,2012,78
1.0,,,,1.0,1.0,,,,,,,,,,2012,66
1.0,,,,,,1.0,,,,,,,,,2012,0
,1.0,,1.0,,,,,,,,,,,,2012,73
1.0,,,,,,,,,,,,,,,2012,85
1.0,,,,,,1.0,,,,,,,,,2011,77
1.0,,,,1.0,,,,,,,,,,,2012,76
1.0,,,,1.0,1.0,,,,,,,,,,2012,75
1.0,,,,1.0,,,,,,,,,,,2012,62
1.0,,,,,,,,,,,,,,,2012,73
1.0,,,,1.0,,,,,,,,,,,2012,75
,,,,1.0,,,,,,,,,,,2012,67
1.0,,,,,,,,,,,,,,,2012,0
1.0,1.0,,,,,1.0,,,,,,,,,2011,68
1.0,,,,1.0,1.0,,,,,,,,,,2014,0
1.0,,,,,,,,,,,,,,,2012,82
1.0,,,,,,,,,,,,,,,2013,75
,,1.0,,,,,,,1.0,,,,,,2012,0
1.0,,,,,,1.0,,,,,,,,,2012,0
1.0,,,,,,1.0,,,,,,,,,2012,51
1.0,,,,1.0,,,,,,,,,,,2012,61
1.0,,,,1.0,,1.0,,,,,,,,,2012,79
1.0,,,,1.0,1.0,,,,,,,,,,2012,0
1.0,1.0,,,,,1.0,,,,,,,,,2012,0
1.0,,,,,1.0,,,,,,,,,,2011,0
1.0,1.0,,,,,,,,,,,,,,2011,82
1.0,,,,1.0,1.0,,,,,,,,,,2012,64
1.0,,,,1.0,1.0,,,,,,,,,,2012,64
1.0,,,,1.0,,1.0,,,,,,,,,2012,66
1.0,1.0,,,,,,,,,,,,,,2012,78
1.0,,,,,,1.0,,,,,,,,,2012,76
1.0,,,,,,1.0,,,,,,,,,2012,50
1.0,,,,,,,,,,,,,,,2012,63
1.0,,,,1.0,,1.0,,,,,,,,,2012,79
1.0,,,,1.0,,,,,,,,,,,2011,74
1.0,,,,,,,,,,,,,,,2012,59
1.0,,,,1.0,,,,,,,,,,,2012,61
1.0,,,,,,,,,,,,,,,2012,76
1.0,1.0,,,,,,,,,,,,,,2012,68
1.0,,,,1.0,,,,,,,,,,,2011,77
1.0,,,,,,,,,,,,,,,2012,67
1.0,,,,1.0,,1.0,,,,,,,,,2012,46
,1.0,,,,,,,,,,,,,,2011,60
1.0,,,,1.0,,,,,,,,,,,2012,58
1.0,,,,,,1.0,,,,,,,,,2012,0
1.0,,,,,,,,,,,,,,,2012,0
1.0,,,,,,,,,,,,,,,2012,72
1.0,,,,,,1.0,,,,,,,,,2012,53
,,,,,,,,,,,1.0,,,,2011,57
1.0,,,,1.0,,,,,,,,,,,2012,77
1.0,,,,,,,,,,,,,,,2012,82
1.0,,,,,,,,,,,,,,,2012,53
1.0,,,,,,1.0,,,,,,,,,2012,0
1.0,1.0,,,,,,,,,,,,,,2012,77
1.0,,,,1.0,,1.0,,,,,,,,,2012,62
1.0,,,,,1.0,,,,,,,,,,2012,65
1.0,1.0,,,,,1.0,,,,,,,,,2010,63
1.0,,,,,,,,,,,,,,,2012,77
1.0,,,,,,1.0,,,,,,,,,2013,74
1.0,1.0,,,,,,,,,,,,,,2011,66
1.0,,,,,,,,,,,,,,,2012,0
1.0,,,,1.0,,,,,,,,,,,2011,61
1.0,,1.0,,,,,,,,,,,,,2012,63
,1.0,,,,,,,,,,,,,,2012,71
1.0,,,,1.0,1.0,,,,,,,,,,2012,62
1.0,,,,,1.0,,,,,,,,,,2011,74
1.0,,,,1.0,1.0,,,,,,,,,,2011,74
1.0,,,,,,,,,,,,,,,2012,65
1.0,,,,1.0,,1.0,,,,,,,,,2012,48
1.0,,,,,,1.0,,,,,,,,,2013,64
1.0,,,,,,,,,,,,,,,2012,66
1.0,,,,,1.0,,,,,,,,,,2012,69
1.0,,,,,,,,,,,,,,,2011,71
1.0,,,,1.0,1.0,,,,,,,,,,2011,75
1.0,,,,,,,,,,,,,,,2012,0
1.0,,,,,,,,,,,,,,,2011,74
1.0,,,,,,1.0,,,,,,,,,2011,67
1.0,,,,,,1.0,,,,,,,,,2013,77
1.0,,,,,1.0,,,,,,,,,,2013,55
,1.0,,,,,,,,,,,,,,2012,77
1.0,,,,,,1.0,,,,,,,,,2013,6
1.0,,,,,,,,,,,,,,,2012,85
1.0,,,,1.0,,,,,,,,,,,2012,1
,,,,1.0,,1.0,,,,,,,,,2013,83
1.0,,,,1.0,,,,,,,,,,,2013,78
1.0,,,,,,,,,,,,,,,2013,0
1.0,,,,,,1.0,,,,,,,,,2013,1
,,,,,,1.0,,,,,,,,,2013,58
1.0,,,,,,,,,,,,,,,2013,88
1.0,,,,1.0,,,,,,,,,,,2013,69
1.0,,,,1.0,,1.0,,,,,,,,,2012,69
1.0,,,,1.0,,,,,1.0,,,,,,2012,77
1.0,,,,1.0,,,,,,,,,,,2013,68
1.0,,,,1.0,,,,,,,,,,,2013,68
1.0,,,,1.0,,,,,,,,,,,2012,81
1.0,,,,,,1.0,,,,,,,,,2013,0
1.0,,,,1.0,,,,,,,,,,,2013,56
,,,,,,,,,,,1.0,,,,2013,74
1.0,,,,,,,,,,,,,,,2013,0
1.0,1.0,,,,,,,,,,,,,,2013,89
1.0,,,,,,1.0,,,,,,,,,2013,68
1.0,,,,,,,,,,,,,,,2013,0
1.0,,,,,,,,,,,,,,,2013,79
,1.0,,,,,,,,,,,,,,2013,84
1.0,,,,,,,,,,,,,,,2012,73
,,,,1.0,,,,,,,,,,,2013,75
1.0,,,,1.0,,,,,1.0,,,,,,2012,64
1.0,,,,,,,,,,,,,,,2013,69
1.0,,,,,,,,,,,,,,,2012,71
1.0,,,,,,1.0,,,,,,,,,2013,54
1.0,,,,1.0,,,,,,,,,,,2012,60
,,,,1.0,,,,,,,,,,,2013,0
1.0,,,,,,,,,,,,,,,2013,72
,,,,1.0,,,,,,,,,,,2013,66
1.0,,,,,,1.0,,,,,,,,,2013,68
,1.0,,,,,,,,,,,,,,2013,71
1.0,,,,,,1.0,,,,,,,,,2013,0
1.0,,,,,,1.0,,,,,,,,,2012,68
,1.0,,,,,,,,,,,,,,2012,81
1.0,,,,,,,,,,,,,,,2013,66
1.0,,,,,,,,,,,,,,,2012,76
,1.0,,,,,,,,,,,,,,2013,84
1.0,,,,,,1.0,,,,,,,,,2013,66
1.0,,,,,,1.0,,,,,,,,,2014,68
1.0,,,,1.0,,1.0,,,,,,,,,2012,61
,,,,1.0,,,,,,,,,,,2013,76
1.0,,,,,,,,,,,,,,,2012,76
,,,,1.0,,,,,,,,,,,2013,63
1.0,1.0,,,,,1.0,,,,,,,,,2014,70
,,,,,,1.0,,,,,,,,,2013,57
1.0,,,,1.0,,1.0,,,,,,,,,2012,70
1.0,,,,,,,,,,,,,,,2013,60
1.0,1.0,,,,,,,,,,,,,,2011,2
1.0,,,,,,1.0,,,,,,,,,2013,27
1.0,,,,1.0,,,,,,,,,,,2013,50
,,,,,,1.0,,,,,,,,,2014,0
1.0,,,,1.0,,1.0,,,,,,,,,2012,71
1.0,,,,,,,,,,,,,,,2013,0
1.0,,,,1.0,1.0,,,,,,,,,,2013,61
1.0,,,,,1.0,,,,,,,,,,2013,64
1.0,,,,1.0,1.0,,,,,,,,,,2013,65
1.0,,,,,,,,,,,,,,,2013,48
1.0,1.0,,,,,,,,,,,,,,2013,61
1.0,,,,,,1.0,,,,,,,,,2012,59
1.0,,,,,,,,,,,,,,,2013,73
,,1.0,,,,,,,,,,,,,2013,56
1.0,,,,1.0,,1.0,,,,,,,,,2012,65
,,,,1.0,,,,,,,,,,,2013,62
1.0,,,,,,,,,,,,,,,2012,72
1.0,,,,,,1.0,,,,,,,,,2013,61
1.0,1.0,,,,,,,,,,,,,,2013,74
1.0,,,,,,,,,,,,,,,2013,76
1.0,,,,1.0,1.0,,,,,,,,,,2013,57
1.0,,,,1.0,,1.0,,,,,,,,,2012,0
1.0,,,,,,,,,,,,,,,2013,77
1.0,,,,1.0,1.0,,,,,,,,,,2013,0
,,,,1.0,,1.0,,,,,,,,,2013,69
1.0,,,,,,1.0,,,,,,,,,2013,66
1.0,,,,,,,,,,,,,,,2013,78
1.0,,,,,,,,,,,,,,,2012,78
1.0,1.0,,,,,,1.0,,,,,,,,2012,79
1.0,,,,,,,,,,,,,,,2013,78
,,,,1.0,,,,,,,,,,,2013,0
1.0,1.0,,,,,,,,,,,,,,2013,79
1.0,,,,,,,,,,,,,,,2013,59
1.0,,,,1.0,1.0,,,,,,,,,,2013,72
1.0,,,,,,,,,,,,,,,2013,0
1.0,,,,,,,,,,,,,,,2012,66
,,,,1.0,,,,,,,,,,,2013,0
1.0,,,,,,,,,,,,,,,2013,0
1.0,,,,,,,,,,,,,,,2012,68
1.0,,,,,,,,,,,,,,,2012,73
1.0,,,,,,,,,,,,,,,2013,65
1.0,,,,1.0,1.0,,,,,,,,,,2012,76
1.0,,,,,,,,,,,,,,,2013,67
1.0,,,,,,,,,,,,,,,2012,83
,,1.0,,,,,,,,,,,,,2012,57
1.0,,,,1.0,,,,,,,,,,,2014,79
1.0,,,,,,,,,,,,,,,2013,74
1.0,,,,1.0,,,,,,,,,,,2014,0
1.0,,,,1.0,,,,,,,,,,,2014,69
1.0,,,,,,,,,,,,,,,2014,79
1.0,,,,,,,,,,,,,,,2014,80
,,,,,,,,,,,1.0,,,,2014,80
1.0,,,,,,,,,,,,,,,2014,78
1.0,,,,,1.0,,,,,,,,,,2013,84
,,,,,,1.0,,,,,,,,,2014,49
1.0,,,,,,,,,,,,,,,2015,72
1.0,,,,1.0,,1.0,,,,,,,,,2014,50
1.0,,,,1.0,,,,,,,,,,,2014,67
1.0,,,,,,1.0,,,,,,,,,2014,74
1.0,,,,,,1.0,,,,,,,,,2014,67
1.0,,,,1.0,,1.0,,,,,,,,,2014,69
1.0,,,,1.0,,,,,,,,,,,2013,56
1.0,,,,,,,,,,,,,,,2014,0
1.0,,,,1.0,,1.0,,,,,,,,,2014,45
1.0,,,,1.0,1.0,1.0,,,,,,,,,2014,71
1.0,,,,,,1.0,,,,,,,,,2014,72
1.0,,,,,,,,,,,,,,,2014,54
1.0,,,,1.0,1.0,,,,,,,,,,2015,62
1.0,,,,1.0,,1.0,,,,,,,,,2014,72
1.0,,,,1.0,,,,,,,,,,,2014,61
1.0,,,,1.0,,,,,,,,,,,2013,66
1.0,1.0,,,,,,,,,,,,,,2014,66
1.0,,,,1.0,1.0,,,,,,,,,,2015,74
1.0,,,,1.0,,,,,,,,,,,2014,66
1.0,,,,1.0,,1.0,,,,,,,,,2014,75
1.0,,,,1.0,,1.0,,,,,,,,,2013,70
1.0,,,,1.0,,,,,1.0,,,,,,2012,80
1.0,,,,,,,,,,,,,,,2014,62
1.0,,,,1.0,,,,,,,,,,,2014,73
1.0,,,,1.0,,1.0,,,,,,,,,2014,21
1.0,,,,1.0,,,,,,,,,,,2014,0
1.0,,,,1.0,,,,,,,,,,,2014,76
1.0,,,,,,,,,1.0,,,,,,2014,78
1.0,,,,,,1.0,,,,,,,,,2014,62
1.0,,,,,,1.0,,,,,,,,,2014,0
1.0,,,,,,1.0,,,,,,,,,2013,76
1.0,,,,,,,,,,,,,,,2014,77
1.0,,,,,,1.0,,,,,,,,,2013,50
,,,,1.0,,1.0,,,,,,,,,2014,2
1.0,,,,,1.0,1.0,,,,,,,,,2014,80
1.0,,,,,,1.0,,,,,,,,,2014,64
1.0,1.0,,,,,1.0,,,,,,,,,2014,70
1.0,,,,,,,,,,,,,,,2014,0
1.0,,,,1.0,,,,,,,,,,,2014,68
1.0,,,,,,1.0,,,,,,,,,2014,66
1.0,,,,1.0,1.0,,,,,,,,,,2014,72
1.0,,,,,,,,,,,,,,,2014,59
1.0,,,,,,1.0,,,,,,,,,2014,0
,,,,,,1.0,,,,,,,,,2014,48
,,,,,,,,,,,1.0,,,,2014,73
1.0,,,,,,,,,,,,,,,2014,72
1.0,,,,,,,,,,,,,,,2014,74
1.0,,,,,,,,,1.0,,,,,,2014,66
1.0,,,,,,1.0,,,,,,,,,2013,2
1.0,,,,1.0,,,,,,,,,,,2014,77
1.0,,,,,,1.0,,,,,,,,,2014,67
1.0,,,,,,1.0,,,,,,,,,2014,61
1.0,,,,,,,,,,,,,,,2014,61
1.0,,,,1.0,,,,,,,,,,,2012,82
1.0,,,,,,1.0,,,,,,,,,2013,74
1.0,,,,,,,,,,,,,,,2014,73
1.0,,,,,,1.0,,,,,,,,,2014,49
1.0,,,,,,,,,,,,,,,2014,79
1.0,,,,,,1.0,,,,,,,,,2013,0
1.0,,,,,,,,,,,,,,,2014,58
1.0,,,,1.0,,1.0,,,,,,,,,2014,65
1.0,,,,,,,,,,,,,,,2014,74
1.0,1.0,,,,,,,,,,,,,,2014,74
1.0,,,,,,,,,,,,,,,2014,79
1.0,,,,,,,,,,,,,,,2014,83
1.0,,,,,,,,,,,,,,,2014,69
1.0,,,,,,1.0,,,,,,,,,2014,52
1.0,,,,,,1.0,,,,,,,,,2014,0
1.0,,,,,,,,,,,,,,,2014,64
1.0,1.0,,,,,,,,,,,,,,2014,80
1.0,,,,,,1.0,,,,,,,,,2014,72
1.0,,,,1.0,,1.0,,,,,,,,,2014,63
1.0,,,,,,,,,,,,,,,2014,70
1.0,,,,,,,,,,,,,,,2013,81
1.0,,,,,,,,,,,,,,,2014,75
1.0,,,,1.0,1.0,,,,,,,,,,2014,55
1.0,,,,,,,,,,,,,,,2013,71
,,,,,,,,,,,1.0,,,,2014,66
1.0,1.0,,,,,,,,,,,,,,2014,80
1.0,,,,,1.0,,,,,,,,,,2014,70
1.0,,,,,,,,,,,,,,,2014,0
1.0,,,,,,1.0,,,,,,,,,2014,63
1.0,,,,,,,,,,,,,,,2013,71
1.0,,,,1.0,1.0,,,,,,,,,,2014,67
1.0,1.0,,,,,1.0,,,,,,,,,2014,0
1.0,,,,,,1.0,,,,,,,,,2014,0
1.0,,,,,,,,,,,,,,,2014,62
1.0,,,,1.0,,,,,,,,,,,2013,53
1.0,,,,1.0,,,,,,,,,,,2014,53
1.0,,,,,,,,,,,,,,,2014,0
1.0,,,,,,,,,,,,,,,2015,82
1.0,,,,,,,,,,,,,,,2014,81
1.0,,,,1.0,,,,,,,,,,,2015,81
1.0,,,,,,,,,,,,,,,2015,77
1.0,,,,1.0,,1.0,,,,,,,,,2015,73
1.0,,,,,1.0,,,,,,,,,,2014,76
1.0,1.0,,,,,1.0,,,,,,,,,2015,78
1.0,,,,1.0,,1.0,,,,,,,,,2014,78
1.0,,,,1.0,,1.0,,,,,,,,,2014,75
1.0,,,,,,,,,,,,,,,2015,0
1.0,,,,,,,,,,,,,,,2014,82
1.0,,,,,1.0,,,,,,,,,,2015,84
1.0,1.0,,,,,,,,,,,,,,2015,85
1.0,,,,,,1.0,,,,,,,,,2015,66
1.0,,,,,,1.0,,,,,,,,,2014,85
1.0,,,,1.0,,1.0,,,,,,,,,2014,69
1.0,,,,,,,,,,,,,,,2015,46
1.0,,,,1.0,,,,,,,,,,,2015,71
1.0,,,,,,,,,,,,,,,2015,70
1.0,,,,1.0,,,,,,,,,,,2015,49
1.0,,,,,,1.0,,,,,,,,,2015,76
1.0,,,,1.0,,1.0,,,,,,,,,2015,76
1.0,,,,,,1.0,,,,,,,,,2014,65
1.0,,,,1.0,1.0,,,,,,,,,,2015,62
,1.0,,,,,,,,,,,,,,2015,80
,,,,1.0,,,,,,,,,,,2016,76
1.0,,,,,,1.0,,,,,,,,,2014,33
,1.0,,,,,,,,,,,,,,2015,83
1.0,,,,,,,,,,,,,,,2015,73
,1.0,,,,,,,,,,,,,1.0,2015,63
1.0,,,,,,,,,,,,,,,2014,79
1.0,,,,1.0,,1.0,,,,,,,,,2015,49
1.0,,,,,,1.0,,,,,,,,,2015,48
1.0,,,,,,1.0,,,,,,,,,2015,79
1.0,,,,1.0,,1.0,,,,,,,,,2018,72
1.0,,,,,,,,,,,,,,,2014,78
1.0,,,,,1.0,,,,,,,,,,2015,0
1.0,,,,1.0,,,,,1.0,,,,,,2014,80
1.0,,,,,,1.0,,,,,,,,,2015,74
1.0,,,,1.0,1.0,,,,,,,,,,2015,73
1.0,,,,,,1.0,,,,,,,,,2015,0
1.0,,,,,,,,,,,,,,,2015,79
,,,,1.0,,1.0,,,,,,,,,2015,73
1.0,,,,,,1.0,,,,,,,,,2015,0
1.0,,,,,,,,,,,,,,,2015,64
1.0,,,,,,,,,,,,,,,2017,59
1.0,,,,,,,,,,,,,,,2015,69
1.0,,,,,1.0,,,,,,,,,,2015,72
1.0,,,,1.0,,,,,,,,,,,2015,76
,,,,1.0,,,,,,,,,,,2015,0
1.0,,,,1.0,1.0,,,,,,,,,,2015,71
1.0,1.0,,,,,,1.0,,,,,,,,2016,71
1.0,,,,1.0,,,,,,,,,,,2015,68
1.0,,,,,,1.0,,,,,,,,,2014,66
1.0,,,,,1.0,,,,,,,,,,2014,69
1.0,,,,,,,,,,,,,,,2015,67
1.0,,,,,,1.0,,,,,,,,,2017,73
1.0,,,,1.0,1.0,,,,,,,,,,2015,77
1.0,,,,1.0,1.0,,,,,,,,,,2016,77
1.0,,,,,,,,,,,,,,,2015,64
1.0,,,,,,,,,,,,,,,2015,68
1.0,,,,1.0,,,,,,,,,,,2015,74
1.0,,,,,,,,,,,,,,,2014,74
1.0,,,,,1.0,,,,,,,,,,2015,79
1.0,,,,,1.0,,,,,,,,,,2015,55
1.0,1.0,,,1.0,,,,,,,,,,,2015,75
1.0,,,,,,,,,,,,,,,2015,77
1.0,,,,,,1.0,,,,,,,,,2016,74
,,,1.0,,,,,,,,,,,,2015,83
1.0,,,,,,,,,,,,,,,2015,0
1.0,,,,1.0,,,,,,,,,,,2015,55
1.0,,,,,,,1.0,,,,,,,,2014,81
1.0,,,,,,,,,,,,,,,2014,77
1.0,,,,,1.0,,,,,,,,,,2015,0
1.0,,,,,,,,,,,,,,,2015,66
1.0,,,,1.0,,1.0,,,,,,,,,2015,47
1.0,,,,1.0,,,,,,,,,,,2015,68
1.0,,,,1.0,,,,,,,,,,,2015,75
1.0,,,,,,1.0,,,,,,,,,2016,76
1.0,,,,1.0,1.0,,,,,,,,,,2015,0
,,,,,,1.0,,,,,,,,,2015,71
1.0,,,,,,,,,,,,,,,2015,78
1.0,,,,1.0,,,,,,,,,,,2015,67
1.0,,,,,,,,,,,,,,,2014,64
1.0,,,,,,1.0,,,,,,,,,2015,74
1.0,1.0,,,,,1.0,,,,,,,,,2015,0
1.0,,,,1.0,1.0,,,,,,,,,,2015,78
1.0,,,,1.0,,,,,,,,,,,2015,1
,,,,,1.0,,,,,,,,,,2015,71
1.0,,,,1.0,,1.0,,,,,,,,,2015,0
1.0,,,,,,1.0,,,,,,,,,2015,67
1.0,1.0,,,,,,,,,,,,,,2015,0
1.0,,,,,,1.0,,,,,,,,,2018,66
1.0,,,,,,,,,,,,,,,2015,80
1.0,,,,,,,,,,,,,,,2014,79
1.0,,,,,,,,,,,,,,,2015,1
1.0,,,,,,,,,,,,,,,2015,77
1.0,,,,,,1.0,,,,,,,,,2015,55
1.0,,,,,,,,,,,,,,,2015,70
,,,,,,,,,1.0,,,,,,2017,51
1.0,,,,,1.0,,,,,,,,,,2016,0
1.0,,,,1.0,1.0,,,,,,,,,,2016,84
1.0,,,,,,,,,,,,,,,2015,0
1.0,,,,,,1.0,,,,,,,,,2016,83
1.0,,,,,1.0,,,,,,,,,,2015,1
1.0,,,,1.0,,,,,,,,,,,2016,70
,,,,,,1.0,,,,,,,,,2016,72
1.0,,,,,,,,,,,,,,,2016,67
1.0,,,,,,,,,,,,,,,2016,70
1.0,,,,1.0,1.0,,,,,,,,,,2016,75
1.0,1.0,,,,,,,,,,,,,,2015,82
1.0,,,,,,,,,,,,,,,2015,80
1.0,,,,,,,,,,,,,,,2016,76
1.0,,,,,1.0,1.0,,,,,,,,,2015,86
1.0,,,,1.0,,,,,,,,,,,2016,67
1.0,,,,1.0,,,,,,,,,,,2015,77
1.0,,,,1.0,,1.0,,,,,,,,,2016,68
