,popularity,year,variable,value
6345,70,2003,metal,1.0
6367,67,2002,metal,1.0
6379,75,2002,metal,1.0
6395,68,2002,metal,1.0
6404,79,2003,metal,1.0
6413,68,2003,metal,1.0
6416,81,2003,metal,1.0
6441,68,2003,metal,1.0
6466,72,2003,metal,1.0
6483,74,2002,metal,1.0
6575,60,2004,metal,1.0
6582,52,2012,metal,1.0
6583,67,2005,metal,1.0
6599,76,2005,metal,1.0
6633,65,2005,metal,1.0
6651,65,2006,metal,1.0
6653,70,2005,metal,1.0
6674,35,2019,metal,1.0
6730,77,2007,metal,1.0
6734,73,2007,metal,1.0
6738,73,2007,metal,1.0
6743,73,2007,metal,1.0
6749,45,2016,metal,1.0
6758,69,2005,metal,1.0
6771,30,2019,metal,1.0
6773,78,2007,metal,1.0
6838,73,2007,metal,1.0
6847,78,2008,metal,1.0
6850,69,2008,metal,1.0
6858,56,2008,metal,1.0
6909,75,2009,metal,1.0
6927,68,2009,metal,1.0
6965,66,2008,metal,1.0
6973,62,2008,metal,1.0
6994,67,2008,metal,1.0
7134,65,2011,metal,1.0
7135,76,2011,metal,1.0
7226,73,2012,metal,1.0
7568,83,2015,metal,1.0
8005,69,1999,hip hop,1.0
8006,86,2000,hip hop,1.0
8015,53,2002,hip hop,1.0
8019,82,1999,hip hop,1.0
8023,54,2000,hip hop,1.0
8027,53,2000,hip hop,1.0
8030,71,1999,hip hop,1.0
8035,59,1999,hip hop,1.0
8037,69,1999,hip hop,1.0
8042,36,2000,hip hop,1.0
8043,79,1999,hip hop,1.0
8044,49,1998,hip hop,1.0
8049,52,2004,hip hop,1.0
8052,55,2000,hip hop,1.0
8053,60,1999,hip hop,1.0
8054,59,2000,hip hop,1.0
8063,60,2000,hip hop,1.0
8067,55,2000,hip hop,1.0
8068,70,2000,hip hop,1.0
8079,57,2000,hip hop,1.0
8087,54,2000,hip hop,1.0
8099,68,2000,hip hop,1.0
8100,76,2000,hip hop,1.0
8102,83,2000,hip hop,1.0
8105,1,2000,hip hop,1.0
8113,57,2001,hip hop,1.0
8120,57,2001,hip hop,1.0
8125,73,2001,hip hop,1.0
8126,0,2001,hip hop,1.0
8127,50,2002,hip hop,1.0
8129,76,2001,hip hop,1.0
8130,82,2000,hip hop,1.0
8136,57,2001,hip hop,1.0
8137,68,2001,hip hop,1.0
8139,60,2001,hip hop,1.0
8141,74,2001,hip hop,1.0
8142,57,2001,hip hop,1.0
8145,67,2001,hip hop,1.0
8147,55,2001,hip hop,1.0
8148,63,2001,hip hop,1.0
8152,57,2001,hip hop,1.0
8153,68,2001,hip hop,1.0
8154,26,2016,hip hop,1.0
8158,67,2001,hip hop,1.0
8159,68,2001,hip hop,1.0
8161,60,2000,hip hop,1.0
8162,1,2000,hip hop,1.0
8165,56,2000,hip hop,1.0
8178,64,2001,hip hop,1.0
8181,66,2001,hip hop,1.0
8186,54,2000,hip hop,1.0
8188,75,2000,hip hop,1.0
8189,59,2001,hip hop,1.0
8191,63,2001,hip hop,1.0
8197,65,2001,hip hop,1.0
8200,77,2002,hip hop,1.0
8201,87,2002,hip hop,1.0
8208,68,2002,hip hop,1.0
8209,85,2002,hip hop,1.0
8210,69,2004,hip hop,1.0
8211,60,2001,hip hop,1.0
8213,53,2002,hip hop,1.0
8217,0,2019,hip hop,1.0
8221,43,2002,hip hop,1.0
8225,49,2001,hip hop,1.0
8226,42,2002,hip hop,1.0
8227,52,2002,hip hop,1.0
8229,55,2001,hip hop,1.0
8232,58,2002,hip hop,1.0
8233,59,2002,hip hop,1.0
8235,64,2002,hip hop,1.0
8237,75,2002,hip hop,1.0
8240,49,2002,hip hop,1.0
8243,73,2001,hip hop,1.0
8246,2,2002,hip hop,1.0
8249,59,2002,hip hop,1.0
8250,53,2001,hip hop,1.0
8253,58,2002,hip hop,1.0
8255,63,2005,hip hop,1.0
8258,55,2002,hip hop,1.0
8263,71,2002,hip hop,1.0
8264,61,2002,hip hop,1.0
8270,70,2002,hip hop,1.0
8272,64,2002,hip hop,1.0
8274,73,2001,hip hop,1.0
8275,70,2002,hip hop,1.0
8279,67,2002,hip hop,1.0
8286,59,2001,hip hop,1.0
8290,60,2001,hip hop,1.0
8298,51,2001,hip hop,1.0
8300,81,2003,hip hop,1.0
8301,74,2002,hip hop,1.0
8302,77,2004,hip hop,1.0
8305,68,2003,hip hop,1.0
8306,70,2002,hip hop,1.0
8307,56,2003,hip hop,1.0
8310,68,2002,hip hop,1.0
8311,61,2003,hip hop,1.0
8313,71,2002,hip hop,1.0
8314,76,2003,hip hop,1.0
8317,70,2007,hip hop,1.0
8320,59,2002,hip hop,1.0
8322,47,2002,hip hop,1.0
8323,62,2003,hip hop,1.0
8324,73,2003,hip hop,1.0
8325,36,2002,hip hop,1.0
8331,54,2003,hip hop,1.0
8333,47,2019,hip hop,1.0
8337,50,2003,hip hop,1.0
8342,52,2016,hip hop,1.0
8344,49,2009,hip hop,1.0
8347,57,2003,hip hop,1.0
8348,67,2003,hip hop,1.0
8349,69,2003,hip hop,1.0
8350,71,2002,hip hop,1.0
8351,48,2003,hip hop,1.0
8353,72,2003,hip hop,1.0
8354,61,2002,hip hop,1.0
8355,57,2002,hip hop,1.0
8359,49,2003,hip hop,1.0
8360,67,2005,hip hop,1.0
8361,57,2002,hip hop,1.0
8362,59,2003,hip hop,1.0
8365,57,2003,hip hop,1.0
8366,58,2002,hip hop,1.0
8368,60,2002,hip hop,1.0
8373,56,2002,hip hop,1.0
8375,54,2002,hip hop,1.0
8376,70,2002,hip hop,1.0
8377,65,2003,hip hop,1.0
8380,61,2002,hip hop,1.0
8382,60,2002,hip hop,1.0
8385,63,2002,hip hop,1.0
8386,61,2003,hip hop,1.0
8387,61,2003,hip hop,1.0
8389,61,2002,hip hop,1.0
8391,66,2003,hip hop,1.0
8392,67,2003,hip hop,1.0
8396,63,2003,hip hop,1.0
8400,81,2004,hip hop,1.0
8403,80,2003,hip hop,1.0
8407,53,2004,hip hop,1.0
8409,67,2004,hip hop,1.0
8412,56,2004,hip hop,1.0
8414,59,2004,hip hop,1.0
8417,61,2004,hip hop,1.0
8419,73,2004,hip hop,1.0
8420,42,2004,hip hop,1.0
8426,56,2004,hip hop,1.0
8431,73,2003,hip hop,1.0
8432,56,2003,hip hop,1.0
8433,53,2003,hip hop,1.0
8437,49,2003,hip hop,1.0
8438,61,2003,hip hop,1.0
8442,49,2005,hip hop,1.0
8443,45,2004,hip hop,1.0
8445,67,2004,hip hop,1.0
8447,39,2004,hip hop,1.0
8448,68,2002,hip hop,1.0
8450,57,2004,hip hop,1.0
8452,67,2004,hip hop,1.0
8453,61,2003,hip hop,1.0
8454,63,2004,hip hop,1.0
8457,66,2004,hip hop,1.0
8458,57,2004,hip hop,1.0
8462,59,2001,hip hop,1.0
8463,61,2003,hip hop,1.0
8464,42,2004,hip hop,1.0
8465,73,2004,hip hop,1.0
8467,57,2004,hip hop,1.0
8471,72,2004,hip hop,1.0
8476,76,2004,hip hop,1.0
8478,48,2003,hip hop,1.0
8484,80,2004,hip hop,1.0
8485,56,2004,hip hop,1.0
8487,76,2004,hip hop,1.0
8488,59,2004,hip hop,1.0
8490,58,2004,hip hop,1.0
8491,64,2003,hip hop,1.0
8492,66,2003,hip hop,1.0
8495,48,2004,hip hop,1.0
8502,78,2005,hip hop,1.0
8503,77,2005,hip hop,1.0
8504,79,2005,hip hop,1.0
8511,76,2005,hip hop,1.0
8513,52,2004,hip hop,1.0
8514,59,2005,hip hop,1.0
8517,73,2005,hip hop,1.0
8518,72,2005,hip hop,1.0
8519,74,2005,hip hop,1.0
8520,71,2005,hip hop,1.0
8522,67,2005,hip hop,1.0
8524,60,2005,hip hop,1.0
8525,4,2005,hip hop,1.0
8526,65,2005,hip hop,1.0
8527,76,2004,hip hop,1.0
8528,77,2005,hip hop,1.0
8529,82,2005,hip hop,1.0
8530,62,2005,hip hop,1.0
8534,55,2005,hip hop,1.0
8535,77,2004,hip hop,1.0
8537,73,2005,hip hop,1.0
8538,54,2004,hip hop,1.0
8540,52,2005,hip hop,1.0
8541,50,2004,hip hop,1.0
8542,63,2005,hip hop,1.0
8543,67,2005,hip hop,1.0
8546,65,2005,hip hop,1.0
8548,63,2005,hip hop,1.0
8549,61,2005,hip hop,1.0
8550,39,2004,hip hop,1.0
8551,41,2005,hip hop,1.0
8554,52,2008,hip hop,1.0
8555,59,2004,hip hop,1.0
8559,59,2005,hip hop,1.0
8562,68,2004,hip hop,1.0
8563,56,2005,hip hop,1.0
8565,66,2004,hip hop,1.0
8567,57,2005,hip hop,1.0
8568,34,2020,hip hop,1.0
8569,66,2005,hip hop,1.0
8572,61,2005,hip hop,1.0
8574,62,2005,hip hop,1.0
8578,62,2005,hip hop,1.0
8580,61,2004,hip hop,1.0
8584,0,2005,hip hop,1.0
8589,67,2004,hip hop,1.0
8590,61,2004,hip hop,1.0
8601,78,2005,hip hop,1.0
8605,73,2006,hip hop,1.0
8606,74,2006,hip hop,1.0
8607,61,2006,hip hop,1.0
8608,79,2006,hip hop,1.0
8610,55,2006,hip hop,1.0
8612,71,2005,hip hop,1.0
8613,75,2005,hip hop,1.0
8614,82,2006,hip hop,1.0
8616,58,2006,hip hop,1.0
8619,74,2005,hip hop,1.0
8620,65,2006,hip hop,1.0
8622,63,2005,hip hop,1.0
8625,63,2006,hip hop,1.0
8627,67,2006,hip hop,1.0
8629,68,2005,hip hop,1.0
8630,66,2006,hip hop,1.0
8634,60,2005,hip hop,1.0
8637,0,2011,hip hop,1.0
8638,63,2005,hip hop,1.0
8639,42,2006,hip hop,1.0
8642,68,2005,hip hop,1.0
8648,70,2006,hip hop,1.0
8649,73,2005,hip hop,1.0
8650,60,2006,hip hop,1.0
8652,62,2006,hip hop,1.0
8656,64,2006,hip hop,1.0
8657,62,2006,hip hop,1.0
8659,56,2006,hip hop,1.0
8663,72,2005,hip hop,1.0
8666,48,2006,hip hop,1.0
8668,62,2005,hip hop,1.0
8677,42,2005,hip hop,1.0
8685,0,2005,hip hop,1.0
8697,69,2005,hip hop,1.0
8701,81,2008,hip hop,1.0
8708,80,2007,hip hop,1.0
8709,81,2006,hip hop,1.0
8714,70,2007,hip hop,1.0
8715,67,2007,hip hop,1.0
8719,54,2007,hip hop,1.0
8721,59,2007,hip hop,1.0
8723,74,2007,hip hop,1.0
8724,59,2006,hip hop,1.0
8726,69,2008,hip hop,1.0
8727,62,2007,hip hop,1.0
8728,47,2007,hip hop,1.0
8731,60,2007,hip hop,1.0
8732,68,2007,hip hop,1.0
8733,61,2007,hip hop,1.0
8736,59,2007,hip hop,1.0
8737,62,2007,hip hop,1.0
8745,57,2007,hip hop,1.0
8750,48,2013,hip hop,1.0
8751,70,2007,hip hop,1.0
8753,3,2007,hip hop,1.0
8754,59,2006,hip hop,1.0
8756,57,2006,hip hop,1.0
8757,57,2007,hip hop,1.0
8763,58,2007,hip hop,1.0
8772,52,2006,hip hop,1.0
8774,61,2007,hip hop,1.0
8777,57,2006,hip hop,1.0
8778,0,2006,hip hop,1.0
8782,78,2007,hip hop,1.0
8787,2,2007,hip hop,1.0
8788,61,2007,hip hop,1.0
8790,57,2007,hip hop,1.0
8797,64,2007,hip hop,1.0
8799,51,2006,hip hop,1.0
8800,80,2008,hip hop,1.0
8802,74,2008,hip hop,1.0
8804,74,2007,hip hop,1.0
8806,70,2007,hip hop,1.0
8808,75,2008,hip hop,1.0
8809,70,2007,hip hop,1.0
8811,76,2008,hip hop,1.0
8812,1,2011,hip hop,1.0
8814,69,2008,hip hop,1.0
8816,52,2007,hip hop,1.0
8819,77,2008,hip hop,1.0
8820,56,2007,hip hop,1.0
8824,34,2010,hip hop,1.0
8825,69,2008,hip hop,1.0
8828,46,2007,hip hop,1.0
8829,74,2007,hip hop,1.0
8831,75,2008,hip hop,1.0
8833,69,2008,hip hop,1.0
8834,61,2008,hip hop,1.0
8837,68,2007,hip hop,1.0
8840,68,2011,hip hop,1.0
8843,66,2007,hip hop,1.0
8845,65,2008,hip hop,1.0
8848,47,2007,hip hop,1.0
8852,60,2008,hip hop,1.0
8855,66,2008,hip hop,1.0
8856,54,2008,hip hop,1.0
8863,58,2008,hip hop,1.0
8865,62,2007,hip hop,1.0
8866,59,2008,hip hop,1.0
8867,71,2008,hip hop,1.0
8871,61,2008,hip hop,1.0
8875,74,2008,hip hop,1.0
8876,62,2007,hip hop,1.0
8883,45,2007,hip hop,1.0
8886,58,2007,hip hop,1.0
8890,1,2008,hip hop,1.0
8894,64,2007,hip hop,1.0
8895,74,2008,hip hop,1.0
8899,0,2008,hip hop,1.0
8900,80,2009,hip hop,1.0
8903,75,2010,hip hop,1.0
8904,74,2009,hip hop,1.0
8906,63,2009,hip hop,1.0
8911,72,2009,hip hop,1.0
8912,82,2008,hip hop,1.0
8913,72,2009,hip hop,1.0
8916,59,2009,hip hop,1.0
8920,68,2009,hip hop,1.0
8923,82,2009,hip hop,1.0
8925,67,2009,hip hop,1.0
8926,63,2009,hip hop,1.0
8928,66,2008,hip hop,1.0
8929,75,2009,hip hop,1.0
8931,75,2008,hip hop,1.0
8932,63,2009,hip hop,1.0
8933,38,2011,hip hop,1.0
8935,64,2009,hip hop,1.0
8936,59,2008,hip hop,1.0
8938,3,2009,hip hop,1.0
8940,69,2010,hip hop,1.0
8942,76,2008,hip hop,1.0
8943,70,2009,hip hop,1.0
8948,70,2008,hip hop,1.0
8954,73,2009,hip hop,1.0
8956,66,2008,hip hop,1.0
8958,59,2009,hip hop,1.0
8959,70,2010,hip hop,1.0
8961,68,2008,hip hop,1.0
8962,71,2009,hip hop,1.0
8968,55,2009,hip hop,1.0
8970,65,2008,hip hop,1.0
8975,74,2008,hip hop,1.0
8976,60,2011,hip hop,1.0
8979,62,2009,hip hop,1.0
8986,54,2010,hip hop,1.0
8995,62,2009,hip hop,1.0
9001,81,2010,hip hop,1.0
9005,76,2010,hip hop,1.0
9006,80,2010,hip hop,1.0
9007,73,2010,hip hop,1.0
9011,73,2010,hip hop,1.0
9012,62,2010,hip hop,1.0
9015,67,2009,hip hop,1.0
9016,69,2009,hip hop,1.0
9019,74,2010,hip hop,1.0
9020,61,2009,hip hop,1.0
9022,79,2010,hip hop,1.0
9024,74,2009,hip hop,1.0
9026,32,2010,hip hop,1.0
9027,69,2010,hip hop,1.0
9028,59,2011,hip hop,1.0
9030,68,2011,hip hop,1.0
9031,79,2010,hip hop,1.0
9032,75,2009,hip hop,1.0
9033,76,2010,hip hop,1.0
9034,74,2010,hip hop,1.0
9035,58,2010,hip hop,1.0
9036,57,2010,hip hop,1.0
9039,75,2010,hip hop,1.0
9042,55,2009,hip hop,1.0
9043,53,2010,hip hop,1.0
9045,0,2010,hip hop,1.0
9046,68,2009,hip hop,1.0
9049,73,2010,hip hop,1.0
9051,3,2009,hip hop,1.0
9052,68,2010,hip hop,1.0
9053,62,2010,hip hop,1.0
9055,66,2011,hip hop,1.0
9058,63,2010,hip hop,1.0
9060,51,2010,hip hop,1.0
9061,65,2010,hip hop,1.0
9063,74,2010,hip hop,1.0
9064,68,2010,hip hop,1.0
9065,73,2010,hip hop,1.0
9066,66,2010,hip hop,1.0
9069,54,2009,hip hop,1.0
9070,70,2010,hip hop,1.0
9071,57,2010,hip hop,1.0
9075,2,2009,hip hop,1.0
9076,60,2010,hip hop,1.0
9077,68,2010,hip hop,1.0
9081,56,2010,hip hop,1.0
9082,66,2010,hip hop,1.0
9084,65,2009,hip hop,1.0
9085,71,2009,hip hop,1.0
9086,74,2010,hip hop,1.0
9089,72,2010,hip hop,1.0
9099,65,2010,hip hop,1.0
9102,73,2011,hip hop,1.0
9105,71,2011,hip hop,1.0
9107,71,2010,hip hop,1.0
9108,79,2011,hip hop,1.0
9109,73,2010,hip hop,1.0
9111,68,2011,hip hop,1.0
9112,61,2010,hip hop,1.0
9113,67,2010,hip hop,1.0
9115,76,2010,hip hop,1.0
9116,72,2012,hip hop,1.0
9118,81,2011,hip hop,1.0
9120,75,2011,hip hop,1.0
9123,81,2011,hip hop,1.0
9126,72,2010,hip hop,1.0
9129,67,2011,hip hop,1.0
9131,57,2011,hip hop,1.0
9133,76,2010,hip hop,1.0
9138,63,2011,hip hop,1.0
9142,71,2011,hip hop,1.0
9143,1,2011,hip hop,1.0
9144,70,2011,hip hop,1.0
9145,71,2011,hip hop,1.0
9146,61,2010,hip hop,1.0
9149,65,2011,hip hop,1.0
9150,75,2011,hip hop,1.0
9152,48,2011,hip hop,1.0
9153,69,2011,hip hop,1.0
9155,76,2010,hip hop,1.0
9157,69,2010,hip hop,1.0
9158,66,2010,hip hop,1.0
9159,53,2019,hip hop,1.0
9163,48,2011,hip hop,1.0
9165,59,2011,hip hop,1.0
9167,0,2010,hip hop,1.0
9168,61,2011,hip hop,1.0
9169,62,2012,hip hop,1.0
9170,70,2012,hip hop,1.0
9172,74,2011,hip hop,1.0
9173,73,2011,hip hop,1.0
9175,63,2011,hip hop,1.0
9177,68,2011,hip hop,1.0
9179,70,2011,hip hop,1.0
9181,70,2011,hip hop,1.0
9189,73,2011,hip hop,1.0
9197,0,2011,hip hop,1.0
9200,75,2011,hip hop,1.0
9203,70,2012,hip hop,1.0
9204,74,2011,hip hop,1.0
9207,65,2012,hip hop,1.0
9208,71,2011,hip hop,1.0
9209,82,2011,hip hop,1.0
9211,70,2011,hip hop,1.0
9213,77,2012,hip hop,1.0
9214,62,2013,hip hop,1.0
9215,66,2012,hip hop,1.0
9216,64,2012,hip hop,1.0
9217,63,2012,hip hop,1.0
9219,73,2012,hip hop,1.0
9221,67,2011,hip hop,1.0
9224,66,2012,hip hop,1.0
9229,76,2012,hip hop,1.0
9230,75,2012,hip hop,1.0
9231,62,2012,hip hop,1.0
9233,75,2012,hip hop,1.0
9234,67,2012,hip hop,1.0
9237,0,2014,hip hop,1.0
9243,61,2012,hip hop,1.0
9244,79,2012,hip hop,1.0
9245,0,2012,hip hop,1.0
9249,64,2012,hip hop,1.0
9250,64,2012,hip hop,1.0
9251,66,2012,hip hop,1.0
9256,79,2012,hip hop,1.0
9257,74,2011,hip hop,1.0
9259,61,2012,hip hop,1.0
9262,77,2011,hip hop,1.0
9264,46,2012,hip hop,1.0
9266,58,2012,hip hop,1.0
9272,77,2012,hip hop,1.0
9277,62,2012,hip hop,1.0
9284,61,2011,hip hop,1.0
9287,62,2012,hip hop,1.0
9289,74,2011,hip hop,1.0
9291,48,2012,hip hop,1.0
9296,75,2011,hip hop,1.0
9305,1,2012,hip hop,1.0
9306,83,2013,hip hop,1.0
9307,78,2013,hip hop,1.0
9312,69,2013,hip hop,1.0
9313,69,2012,hip hop,1.0
9314,77,2012,hip hop,1.0
9315,68,2013,hip hop,1.0
9316,68,2013,hip hop,1.0
9317,81,2012,hip hop,1.0
9319,56,2013,hip hop,1.0
9328,75,2013,hip hop,1.0
9329,64,2012,hip hop,1.0
9333,60,2012,hip hop,1.0
9334,0,2013,hip hop,1.0
9336,66,2013,hip hop,1.0
9347,61,2012,hip hop,1.0
9348,76,2013,hip hop,1.0
9350,63,2013,hip hop,1.0
9353,70,2012,hip hop,1.0
9357,50,2013,hip hop,1.0
9359,71,2012,hip hop,1.0
9361,61,2013,hip hop,1.0
9363,65,2013,hip hop,1.0
9369,65,2012,hip hop,1.0
9370,62,2013,hip hop,1.0
9375,57,2013,hip hop,1.0
9376,0,2012,hip hop,1.0
9378,0,2013,hip hop,1.0
9379,69,2013,hip hop,1.0
9385,0,2013,hip hop,1.0
9388,72,2013,hip hop,1.0
9391,0,2013,hip hop,1.0
9396,76,2012,hip hop,1.0
9400,79,2014,hip hop,1.0
9402,0,2014,hip hop,1.0
9403,69,2014,hip hop,1.0
9411,50,2014,hip hop,1.0
9412,67,2014,hip hop,1.0
9415,69,2014,hip hop,1.0
9416,56,2013,hip hop,1.0
9418,45,2014,hip hop,1.0
9419,71,2014,hip hop,1.0
9422,62,2015,hip hop,1.0
9423,72,2014,hip hop,1.0
9424,61,2014,hip hop,1.0
9425,66,2013,hip hop,1.0
9427,74,2015,hip hop,1.0
9428,66,2014,hip hop,1.0
9429,75,2014,hip hop,1.0
9430,70,2013,hip hop,1.0
9431,80,2012,hip hop,1.0
9433,73,2014,hip hop,1.0
9434,21,2014,hip hop,1.0
9435,0,2014,hip hop,1.0
9436,76,2014,hip hop,1.0
9443,2,2014,hip hop,1.0
9448,68,2014,hip hop,1.0
9450,72,2014,hip hop,1.0
9459,77,2014,hip hop,1.0
9463,82,2012,hip hop,1.0
9470,65,2014,hip hop,1.0
9481,63,2014,hip hop,1.0
9485,55,2014,hip hop,1.0
9493,67,2014,hip hop,1.0
9497,53,2013,hip hop,1.0
9498,53,2014,hip hop,1.0
9502,81,2015,hip hop,1.0
9504,73,2015,hip hop,1.0
9507,78,2014,hip hop,1.0
9508,75,2014,hip hop,1.0
9515,69,2014,hip hop,1.0
9517,71,2015,hip hop,1.0
9519,49,2015,hip hop,1.0
9521,76,2015,hip hop,1.0
9523,62,2015,hip hop,1.0
9525,76,2016,hip hop,1.0
9531,49,2015,hip hop,1.0
9534,72,2018,hip hop,1.0
9537,80,2014,hip hop,1.0
9539,73,2015,hip hop,1.0
9542,73,2015,hip hop,1.0
9548,76,2015,hip hop,1.0
9549,0,2015,hip hop,1.0
9550,71,2015,hip hop,1.0
9552,68,2015,hip hop,1.0
9557,77,2015,hip hop,1.0
9558,77,2016,hip hop,1.0
9561,74,2015,hip hop,1.0
9565,75,2015,hip hop,1.0
9570,55,2015,hip hop,1.0
9575,47,2015,hip hop,1.0
9576,68,2015,hip hop,1.0
9577,75,2015,hip hop,1.0
9579,0,2015,hip hop,1.0
9582,67,2015,hip hop,1.0
9586,78,2015,hip hop,1.0
9587,1,2015,hip hop,1.0
9589,0,2015,hip hop,1.0
9601,84,2016,hip hop,1.0
9605,70,2016,hip hop,1.0
9609,75,2016,hip hop,1.0
9614,67,2016,hip hop,1.0
9615,77,2015,hip hop,1.0
9616,68,2016,hip hop,1.0
9618,75,2016,hip hop,1.0
9620,74,2016,hip hop,1.0
9623,62,2016,hip hop,1.0
9625,70,2016,hip hop,1.0
9632,81,2016,hip hop,1.0
9633,79,2016,hip hop,1.0
9634,77,2016,hip hop,1.0
9635,69,2016,hip hop,1.0
9636,80,2016,hip hop,1.0
9641,74,2016,hip hop,1.0
9644,76,2015,hip hop,1.0
9652,0,2016,hip hop,1.0
9655,73,2016,hip hop,1.0
9659,75,2015,hip hop,1.0
9662,51,2016,hip hop,1.0
9666,63,2016,hip hop,1.0
9669,0,2016,hip hop,1.0
9671,72,2015,hip hop,1.0
9675,0,2016,hip hop,1.0
9677,0,2016,hip hop,1.0
9679,78,2015,hip hop,1.0
9680,63,2016,hip hop,1.0
9686,62,2016,hip hop,1.0
9687,77,2016,hip hop,1.0
9688,63,2016,hip hop,1.0
9691,63,2016,hip hop,1.0
9693,76,2015,hip hop,1.0
9698,79,2016,hip hop,1.0
9699,74,2016,hip hop,1.0
9701,84,2018,hip hop,1.0
9711,83,2016,hip hop,1.0
9713,79,2017,hip hop,1.0
9714,0,2017,hip hop,1.0
9716,75,2016,hip hop,1.0
9717,77,2017,hip hop,1.0
9718,74,2017,hip hop,1.0
9719,82,2017,hip hop,1.0
9720,74,2017,hip hop,1.0
9724,1,2016,hip hop,1.0
9725,75,2016,hip hop,1.0
9727,0,2017,hip hop,1.0
9728,69,2017,hip hop,1.0
9729,81,2017,hip hop,1.0
9731,76,2016,hip hop,1.0
9732,75,2017,hip hop,1.0
9733,0,2017,hip hop,1.0
9734,77,2017,hip hop,1.0
9736,58,2017,hip hop,1.0
9739,0,2017,hip hop,1.0
9745,4,2017,hip hop,1.0
9746,64,2017,hip hop,1.0
9749,51,2017,hip hop,1.0
9750,0,2017,hip hop,1.0
9751,0,2017,hip hop,1.0
9752,83,2017,hip hop,1.0
9753,72,2017,hip hop,1.0
9754,67,2017,hip hop,1.0
9759,67,2017,hip hop,1.0
9760,68,2017,hip hop,1.0
9762,63,2017,hip hop,1.0
9765,59,2017,hip hop,1.0
9768,72,2017,hip hop,1.0
9769,81,2016,hip hop,1.0
9774,79,2017,hip hop,1.0
9775,64,2017,hip hop,1.0
9778,74,2017,hip hop,1.0
9781,0,2017,hip hop,1.0
9785,71,2017,hip hop,1.0
9793,71,2017,hip hop,1.0
9800,81,2018,hip hop,1.0
9801,83,2018,hip hop,1.0
9802,80,2017,hip hop,1.0
9803,75,2017,hip hop,1.0
9805,84,2018,hip hop,1.0
9806,80,2018,hip hop,1.0
9808,79,2018,hip hop,1.0
9809,82,2018,hip hop,1.0
9811,77,2018,hip hop,1.0
9812,81,2018,hip hop,1.0
9813,73,2018,hip hop,1.0
9814,81,2018,hip hop,1.0
9816,76,2018,hip hop,1.0
9820,75,2018,hip hop,1.0
9822,77,2018,hip hop,1.0
9823,42,2018,hip hop,1.0
9826,72,2018,hip hop,1.0
9828,82,2018,hip hop,1.0
9830,71,2017,hip hop,1.0
9831,63,2018,hip hop,1.0
9832,58,2017,hip hop,1.0
9834,71,2018,hip hop,1.0
9835,72,2018,hip hop,1.0
9836,80,2018,hip hop,1.0
9837,69,2018,hip hop,1.0
9838,64,2017,hip hop,1.0
9840,66,2018,hip hop,1.0
9852,79,2017,hip hop,1.0
9853,79,2018,hip hop,1.0
9855,72,2018,hip hop,1.0
9856,79,2018,hip hop,1.0
9858,59,2018,hip hop,1.0
9861,80,2018,hip hop,1.0
9862,73,2018,hip hop,1.0
9863,72,2017,hip hop,1.0
9867,72,2018,hip hop,1.0
9868,68,2018,hip hop,1.0
9869,75,2018,hip hop,1.0
9870,60,2018,hip hop,1.0
9873,75,2018,hip hop,1.0
9876,63,2017,hip hop,1.0
9878,72,2018,hip hop,1.0
9880,67,2018,hip hop,1.0
9886,68,2018,hip hop,1.0
9892,70,2018,hip hop,1.0
9897,77,2018,hip hop,1.0
9898,80,2017,hip hop,1.0
9899,77,2018,hip hop,1.0
9900,79,2019,hip hop,1.0
9904,79,2019,hip hop,1.0
9911,60,2019,hip hop,1.0
9912,75,2019,hip hop,1.0
9913,0,2019,hip hop,1.0
9914,77,2018,hip hop,1.0
9918,68,2019,hip hop,1.0
9921,81,2018,hip hop,1.0
9924,70,2019,hip hop,1.0
9925,73,2018,hip hop,1.0
9926,71,2019,hip hop,1.0
9927,78,2019,hip hop,1.0
9931,76,2019,hip hop,1.0
9932,78,2018,hip hop,1.0
9933,79,2019,hip hop,1.0
9935,75,2018,hip hop,1.0
9936,72,2019,hip hop,1.0
9937,72,2019,hip hop,1.0
9938,76,2019,hip hop,1.0
9939,71,2019,hip hop,1.0
9941,78,2019,hip hop,1.0
9942,53,2019,hip hop,1.0
9943,78,2018,hip hop,1.0
9944,69,2019,hip hop,1.0
9947,69,2019,hip hop,1.0
9948,73,2018,hip hop,1.0
9950,78,2019,hip hop,1.0
9953,61,2019,hip hop,1.0
9954,73,2019,hip hop,1.0
9956,73,2019,hip hop,1.0
9957,64,2019,hip hop,1.0
9963,80,2019,hip hop,1.0
9966,1,2018,hip hop,1.0
9967,72,2019,hip hop,1.0
9968,69,2019,hip hop,1.0
9971,64,2019,hip hop,1.0
9975,80,2019,hip hop,1.0
9979,69,2019,hip hop,1.0
9982,74,2019,hip hop,1.0
9984,80,2018,hip hop,1.0
9987,69,2019,hip hop,1.0
9991,57,2020,hip hop,1.0
9994,1,2019,hip hop,1.0
9997,69,2019,hip hop,1.0
9999,85,2019,hip hop,1.0
10005,69,1999,R&B,1.0
10008,75,1999,R&B,1.0
10015,53,2002,R&B,1.0
10027,53,2000,R&B,1.0
10031,49,2000,R&B,1.0
10033,52,2000,R&B,1.0
10035,59,1999,R&B,1.0
10039,55,2000,R&B,1.0
10041,66,2000,R&B,1.0
10042,36,2000,R&B,1.0
10044,49,1998,R&B,1.0
